id,code,language_name,other_names,status,num_speakers,language_family,dialects,language_notes,language_notes2,countries,region,coordinates,endangered_status
2905,amu,Guerrero Amuzgo,"Amusgo; Amuzgo, Guerrero; Nomndaa; Azmugo;","Vulnerable (20 percent certain, based on the evidence available)",NA,Otomanguean; Amuzgoan,NA,NA,"Ethnologue distinguishes 3 Amuzgo languages; INALI has 4 locally recognized ""variantes"" under 1 ""agrupación"".",Mexico;,"Mexico, Central America, Caribbean","16.8333333333,-98.0",Vulnerable
10530,"mim, mxv, xta, xty",Guerrero Mixtec,Alacatlatzala Mixtec; Central Misteko; Highland Guerrero Mixtec; Mixteco de Alacatlatzala; To’on Savi; Metlatónoc Mixtec; Alcozauca Mixtec; Mixteco de Alocozauca; Mixteco de Xochapa; Yoloxóchitl Mixtec; Mixteco de Yoloxóchitl,"Vulnerable (20 percent certain, based on the evidence available)","97,200",Otomanguean; Mixtecan,Mixteco Central de Guerrero; Mixteco de Atlamajalcingo; Mixteco de Ayutla; Mixteco de Coapanatoyac; Mixteco de Guerrero Central Alto; Mixteco de Guerrero de la Costa Central; Mixteco de Guerrero de la Costa Este; Mixteco de Guerrero del Noreste Central; Mixteco de Guerrero del Norte; Mixteco de Guerrero del Norte Central; Mixteco de Igualapa; Mixteco de San Luis Acatlán; Mixteco de Tlacoachistlahuaca; Mixteco de Tlahuapa; Mixteco de Tlalixtaquilla de Maldonado; Mixteco de Xochapa; Mixteco de Xochistlahuaca; Mixteco de Xonacatlán; Mixteco de Zoyatlán de Juárez,NA,"Note on Mixtec languages: The system of classification adopted here follows the most detailed linguistic survey of Mixtec languages yet undertaken (Josserand 1983).  While other sources, such as Ethnologue (18th edition), may include as many as 52 varieties of ""Mixtec"", the Catalogue of Endangered Languages identifies 12 distinct Mixtec languages.",Mexico;,"Mexico, Central America, Caribbean","17.39, -98.42",Vulnerable
4199,gdc,Gugu-Badhun,Kokopatun; Patun; Koko Padun; Koko-Patun; Koko Patun;Gugu Badhun;,"Critically Endangered (20 percent certain, based on the evidence available)",2,Pama-Nyungan; Maric,NA,NA,NA,Australia;,Australia,"-18.96002008,143.2350126",Critically Endangered
6609,wrw,Gugu-Warra,Kokowarra; Kokowara; Laia; Koko Wara; Kookawarra; Coo-oo-warra; Gugu-Warra; Koko Laia; Coo-coo-warra; Aghu Laia; Aku Laia; Guguwarra; Kuku-Wara;,Dormant (),0?,Pama-Nyungan; Paman,NA,"Note on Australian languages with no known speakers: For some languages, we haven't been able to confirm speaker numbers. In other cases, there isn't anyone who has grown up speaking the language, but there are still people who identify with the language, and who are working to revitalize their languages. We've chosen to include these languages in the Catalogue for this reason.",NA,Australia;,Australia,"-15.6137893, 143.7753848",Dormant
5611,gqi,Guiqiong,Guichong; 貴瓊,"Endangered (100 percent certain, based on the evidence available)",9677,Sino-Tibetan; Qiangic,NA,NA,NA,China;,East Asia,"30.8148,101.7021",Endangered
4382,kgs,Gumbaynggir,Gumbaingari; Kumbainggar; Kumbaingeri; Gambalamam; Baanbay; Kombinegherry; Coombyngura; Coombagoree; Coombangree; Kumbanggerri; Koombanggaree; Kumbainggerri; Kumbinggeri; Kumbangerai; Kumbanggar; Gumbainggar; Kumbainggir; Kumbainggiri; Gumbangir; Kumbainggeri; Kumbaingir; Kom-baingheri; Koombanggary; Koombanggherry; Koombainga; Coombyn-gura; Coombyngara; Coombargaree; Gumbaiŋgar; Gunbaiŋgar; Gumbaingar; Guinbainggiri; Gumbanggar; Bellinger tribe; Bellingen tribe; Nimboy; Woolgoolga; Orara; Kombaingheri; Koombangghery; Gumbaingaar; Banbai; Bahnbi; Ahnbi; Dandai;,"Severely Endangered (20 percent certain, based on the evidence available)",40,Pama-Nyungan; Gumbaynggiric,NA,NA,NA,Australia;,Australia,"-29.99947323,152.7216997",Severely Endangered
6035,gdi,Gundi,Ngundi; Ngondi;,"Threatened (20 percent certain, based on the evidence available)","9,000",Niger-Congo; Atlantic-Congo; North Volta-Congo; Ubangi,NA,NA,NA,Central African Republic;,Africa,"4, 16",Threatened
6681,xrd,Gundungurra,Burragorang; Gan dangara; Gandangara; Gandanggara; Gundaahmyro; Gundanora; Gundungari; Gurragunga; Gurra-gunga; Gudungura; Ngunawal; Ngaonawal; Nungawal; Yarr; Ngennigenwurro; Yiilima; Cundunorah; Gundungorra,Awakening (),NA,Pama-Nyungan; Yuin-Kuric,NA,NA,NA,Australia;,Australia,"-34.76946368,149.6767454",Awakening
4260,gyf,Gungabula,Kongabula; Ongabula; Khungabula; Kungabula;,"Critically Endangered (20 percent certain, based on the evidence available)",2,Pama-Nyungan; Maric,NA,NA,NA,Australia;,Australia,"-25.88011934,148.6271626",Critically Endangered
4379,kgl,Gunggari,Kunggari; Congaro; Coongurri; Goon-garree; Gungar; Gungari; Kogai; Kogurre; Kungeri; Kungri; Kuungkari; Ngaragari; Unggari; Unggri; Unghi; Ungorri; Koonkerri; Koongerri; Yangeberra; Yankibura;,"Severely Endangered (20 percent certain, based on the evidence available)",~10,Pama-Nyungan; Maric,NA,NA,NA,Australia;,Australia,"-26.71355116,146.4458743",Severely Endangered
3786,gww,Gunin,Kwini; Gunan; Gwini; Kunan; Gunin/Kwini; Northern Language; Gɨnan; Gwiini; Cuini; Wunambal; Goonan; Ginan; Guna; Kuini; Kuwiyini; Kwiini; Pela; Kalumburu; Wirngir; Gwin:ni;,"Severely Endangered (60 percent certain, based on the evidence available)",>50,Worrorran; Northern Worrorran,NA,NA,NA,Australia;,Australia,"-14.588,127.534",Severely Endangered
2899,pue,Gününa-Küne,Gününa-Küne; Gennaken; Northern Tehuelche; Pampa; Gününa Yajich; Guenaken; Pehuelche; Puelche,Dormant (),0,Isolate; South American,NA,NA,"Gününa-Küne (Gennaken, Northern Tehuelche, Puelche, Pampa, Gününa Yajich). Ethnologue lists this as Puelche [pue] (Gennaken, Northern Tehuelche, Pampa).",Argentina;,South America,"-41.0,-67.0",Dormant
4261,gyy,Gunya,Kunja; Gu:nja; Kurnja;,"Critically Endangered (20 percent certain, based on the evidence available)",3,Pama-Nyungan; Maric,NA,NA,NA,Australia;,Australia,"-27.64957662,145.9658542",Critically Endangered
2219,grz,Guramalum,NA,Dormant (),0,Austronesian; Malayo-Polynesian; Oceanic; Meso Melanesian,NA,NA,NA,Papua New Guinea;,Pacific,"-4.27, 152.93",Dormant
4263,hac,Gurani,Howrami; Hawrami; Hewrami; Hawramani; Gorani; Macho; Awromani;,"Vulnerable (20 percent certain, based on the evidence available)","<100,000",Indo-European; Indo-Iranian; Iranian; Western Iranian,Hawraman-I Luhon; Kandula; Hawraman-I Taxt; Gawhara; Gurani; Kakai;,NA,NA,Iran;Iraq;,Near East,"35.042153, 46.359129",Vulnerable
6351,gnr,Gureng Gureng,Curanggurang; Curang-gurang; Goorang-goorang; Gooranggorang; Gooreng Gooreng; Gurang; Gurang Gurang; Guranggurang; Gurang-gurang; Gureng-gureng ; Kooranga; Korenggoreng; Koreng-koreng; Korrengkorreng; Kurranga; Gurreng Gurreng; Gureng-Gureng;Goreng Goreng,"Critically Endangered (20 percent certain, based on the evidence available)",1,Pama-Nyungan; Waka-Kabic,NA,"Note on Australian languages with no known speakers: For some languages, we haven't been able to confirm speaker numbers. In other cases, there isn't anyone who has grown up speaking the language, but there are still people who identify with the language, and who are working to revitalize their languages. We've chosen to include these languages in the Catalogue for this reason.",NA,Australia;,Australia,"-25.92169536,151.3260412",Critically Endangered
4242,grx,Guriaso,Menóu,"Endangered (20 percent certain, based on the evidence available)",<421,Isolate,NA,NA,NA,Papua New Guinea;,Pacific,"-3.57, 141.60",Endangered
1377,gue,Gurindji,Wurlayi; Coorinji; Garundji; Goarango; Guirindji; Gurindzi; Koorangie; Kooringee; Korindji; Kwarandji; Kwaranjee; We-arr-ung;  Wadshara; Manu; Manoo;Gurinji;Gurindji;,"Endangered (20 percent certain, based on the evidence available)",175,Pama-Nyungan; Ngumpin-Yapa,Wanyjirra; Malngin; Gurindji,NA,NA,Australia;,Australia,"-17.69568213,130.0045992",Endangered
4249,gvm,Gurmana,NA,"Threatened (20 percent certain, based on the evidence available)",">3,000",Niger-Congo; Atlantic-Congo; Benue-Congo; Kainji,NA,NA,NA,Nigeria;,Africa,"10.075,6.8499",Threatened
5226,gge,Gurr-goni,Gurrgoni; Gurrogoni; Gungurugoni; Gungorogone;  Gungoragone; Gungoro:lgo:ngi; Gungarawoni; Gungurulgungi; Gurugoni; Gungoragoni; Gungorragonni; Gurrogone; Gorogone; Gun-Guragone; Gunagoragone; Gutjertabia;Guragone;,"Critically Endangered (20 percent certain, based on the evidence available)",<20,Maningrida,gun-dakangurrngu Gurr-goni; gunnjalkitj; Djokwunga,NA,NA,Australia;,Australia,"-12.30942987,134.3135284",Critically Endangered
4240,grd,Guruntum,Guruntum-Mbaaru; Gurdung; Tala; Gùrdùŋ; Gùrùntùm;,"Vulnerable (20 percent certain, based on the evidence available)",NA,Afro-Asiatic; Chadic; West Chadic,Lungu; Gayar; Dooka; Karakara; Gar; Jimi; Mbaaru; Kuuku;,NA,NA,Nigeria;,Africa,"9.900878, 9.765803; 10.078389, 10.493463",Vulnerable
7717,gsl,Gusilay,Kusiilaay; Gusilaay; Gusiilay; Kusilay;,"Vulnerable (20 percent certain, based on the evidence available)","10,000-25,000",Niger-Congo; Atlantic-Congo; Central Atlantic,NA,NA,NA,Senegal;,Africa,NA,Vulnerable
5620,gbj,Gutob,"Gutob; Gadaba; Gadba; Gutop; Gudwa; Godwa; Gadwa; Boi Gadaba; Bodo; Bodo-Gadaba; Sodia; Gadaba, Bodo","Endangered (80 percent certain, based on the evidence available)","8,000",Austro-Asiatic; Munda; South Munda; Gutob-Remo-Geta'; Gutob-Remo,Munda Orissa Gadaba; Munda Andhra Pradesh Gadaba,NA,NA,India;,South Asia,"19.0,83.6666666667",Endangered
5825,kky,Guugu-Yimidhirr,Kukuyimidir; Koko Imudji; Gugu Yimijir; Guugu Yimithirr; Gugu-Yimidhirr; Koko Yimidir; Kokojimoji; Kokoyimidir; Gogo-Yimidjir; Koko-jimidir; Jimidir; Gug-Imudji; Kookoyuma; Kookoymma; Guugu Yimidhirr; Kuku Yimidyi; Balara; Boolcanara; Bullangi; Bulponara; Bulpoonarra Djidjul; Emoji; Galai; Garburnga; Gu.gu Yimidir; I:du Imudji; Ithu Jidhu; Jimudji; Jungkurara; Junkara; Kalay;Guguyimidjir;,"Severely Endangered (80 percent certain, based on the evidence available)",<20,Pama-Nyungan; Yalandyic,Ngegudi; Dhalun-dhirr; Waguurr-ga;,NA,NA,Australia;,Australia,"-15.16061049,144.9904848",Severely Endangered
10495,say-sig,Guus,Sigidi; Sugudi; Sigdi; Segiddi,"Threatened (20 percent certain, based on the evidence available)",7000,Afro-Asiatic; Chadic; West Chadic,NA,NA,NA,Nigeria;,Africa,NA,Threatened
6784,xgw,Guwa,Goa; Goamulgo; Coa; Coah; Koa;,Dormant (),0,Pama-Nyungan; Maric,NA,"Note on Australian languages with no known speakers: For some languages, we haven't been able to confirm speaker numbers. In other cases, there isn't anyone who has grown up speaking the language, but there are still people who identify with the language, and who are working to revitalize their languages. We've chosen to include these languages in the Catalogue for this reason.",NA,Australia;,Australia,"-21.35147706,142.5243782",Dormant
4257,gwu,Guwamu,Koamu; Kooma; Kuamu; Kuam; Guamu; Oamu; Kaombal; Guwa; Koambal;,"Critically Endangered (20 percent certain, based on the evidence available)",1,Pama-Nyungan; Maric,NA,"Note on Australian languages with no known speakers: For some languages, we haven't been able to confirm speaker numbers. In other cases, there isn't anyone who has grown up speaking the language, but there are still people who identify with the language, and who are working to revitalize their languages. We've chosen to include these languages in the Catalogue for this reason.",NA,Australia;,Australia,"-28.02423918,147.6605303",Critically Endangered
4215,gka,Guya,Guiarak; Guyarak;,"Endangered (20 percent certain, based on the evidence available)",130,Trans-New Guinea; Finisterre-Huon,NA,NA,NA,Papua New Guinea;,Pacific,"-5.704599857,146.4853973",Endangered
3902,bga,Gwamhi-Wuri,"Lyase; Lyase-Ne; Gwamhyə-Wuri-Mba; Gwamfi; ""Banganci"";","Vulnerable (20 percent certain, based on the evidence available)","16,000",Niger-Congo; Atlantic-Congo; Benue-Congo; Kainji,Wuri; Gwamhyə; Mba;,NA,"""The Gwamhi-Wuri languages of the literature consist of a cluster of three languages, Gwamhyə, Wuri and Mba."" (Blench 2012)",Nigeria;Benin;,Africa,"8.7113,2.1533",Vulnerable
2217,grw,Gweda,Garuwahi;,"Severely Endangered (20 percent certain, based on the evidence available)",26,Austronesian; Malayo-Polynesian; Oceanic; Papuan Tip,NA,NA,NA,Papua New Guinea;,Pacific,"-10.2284,150.4083",Severely Endangered
4254,gwe,Gweno,Kigweno; Ghonu; Kighonu,"Threatened (20 percent certain, based on the evidence available)",A few thousand,Niger-Congo; Atlantic-Congo; Benue-Congo; Southern Bantoid,NA,NA,NA,Tanzania;,Africa,"-3.7135,37.6501",Threatened
2441,gwi,Gwich'in,Dinjii Zhuh K'yaa; Kutchin; Kuchin; Tukudh; Takudh; Dagoo; Loucheux,"Severely Endangered (100 percent certain, based on the evidence available)",550,Athabaskan-Eyak-Tlingit; Dene (Athabaskan);,Western (Alaskan); Eastern (Canadian),NA,NA,USA;Canada;,North America,"67.4407,-134.8272; 68.1171,-145.5173",Severely Endangered
10421,gyo,Gyalsumdo,NA,"Threatened (100 percent certain, based on the evidence available)",300-400,Sino-Tibetan; Tibeto-Burman; Bodic; Bodish; Tibetic,NA,NA,used to be regarded as a dialect of Manange,Nepal;,South Asia,"22.59, 84.22",Threatened
583,gyi,Gyele,"Bagyéli; Bakola; Giele; Gieli; Gyeli; Bagyele; Bagiele; Bajeli; Bajele; Bogyeli; Bogyel; Bondjiel; Bako; Bekoe; Bakuele; Likoya; ""Babinga""; Baka;","Endangered (40 percent certain, based on the evidence available)","2,200-5,000",Niger-Congo; Atlantic-Congo; Benue-Congo; Southern Bantoid,NA,NA,NA,Cameroon;Equatorial Guinea;,Africa,"2.2241,9.8986",Endangered
4259,gye,Gyem,Gyemawa; Gema; Gemawa; Gyam;,"Endangered (20 percent certain, based on the evidence available)",100,Niger-Congo; Atlantic-Congo; Benue-Congo; Kainji,NA,NA,NA,Nigeria;,Africa,"10.3865,9.3122",Endangered
1766,hbu,Habu,Kairui;,"Threatened (20 percent certain, based on the evidence available)",2700,Austronesian; Malayo-Polynesian; Timor,NA,NA,NA,East Timor;,Pacific,"-8.7819,126.0021",Threatened
10378,NA,Hachijo,八丈語; 八丈方言; 青ヶ島方言; Aogashima,"Endangered (100 percent certain, based on the evidence available)","<8,000",Japonic; Japanese,Hachijo; Aogashima,NA,NA,Japan;,East Asia,"33.063, 139.472; 32.274, 139.459",Endangered
605,hts,Hadza,Hatsa; Hadzabi; Wakindiga; Kangeju; Hadzapi; Kindiga; Tindiga;,"Threatened (40 percent certain, based on the evidence available)",950,Isolate; African,NA,NA,NA,Tanzania;,Africa,"-3.612107, 35.315552",Threatened
3595,aek,Haeke,Aeke; 'Aeke; Haeake; Neukaledonien;,"Severely Endangered (20 percent certain, based on the evidence available)",100,Austronesian; Malayo-Polynesian; Oceanic; New Caledonian,NA,NA,NA,New Caledonia;,Pacific,"-20.9665,164.7866",Severely Endangered
10310,hah,Hahon,Hanon;,"Vulnerable (100 percent certain, based on the evidence available)","~3,000",Austronesian; Malayo-Polynesian; Oceanic; Meso Melanesian,Aravia; Ratsua; Kurur;,NA,NA,Papua New Guinea;,Pacific,"-5.342585, 154.559549",Vulnerable
7181,haf,Hai Phong Sign Language,"HPSL, NNKHHP, Vietnamese Sign Language, ngôn ngữ ký hiệu Hải Phòng","Endangered (40 percent certain, based on the evidence available)",~1800,Sign Language; Southeast Asian,NA,NA,"""HPSL initially developed out of a mixture of indigenous sign language(s) in Hai Phong with Ho Chi Minh City Sign Language (HCMCSL) used at Lai Thieu School for deaf people in Binh Duong Province in Southern Viet Nam.""  (Woodward, 2015)",Vietnam;,Southeast Asia,NA,Endangered
2377,hei,Hailhzaqvla (Heiltsuk),Heiltsuk; Bella Bella; Heiltsuk-Oweek'ala; Belbellah; Heiltsuk-Oowekyala,"Critically Endangered (80 percent certain, based on the evidence available)",39,Wakashan; Northern Wakashan,Heiltsuk (Bella Bella); Oowekyala,NA,"Golla et al. (2008): It has two deeply differentiated dialects, or emergent languages, Heiltsuk (also known as Bella Bella) and Oowekyala. Heiltsuk is principally spoken in two communities, Bella Bella (population 1200) and Kitasoo (or Klemtu, population 370), the latter on former Southern Tsimshian territory. There are between 100 and 200 fluent speakers, none under the age of 35.
First People's Cultural Council distinguishes two languages, Hailhzaqvla (Heiltsuk) [with 60 speakers] and 'Uik'ala/Oowekyala [with 6 speakers].",Canada;,North America,"52.1200000, -127.8000000",Critically Endangered
5637,cnh,Hakha Chin,"Pawi; Lai; Laizo; Hakha Lai; Haka; Lai Pawi; Lai Hawlh; Hakha; Baungshe; Chin (Haka); Shonshe; Baungshè; Chin, Haka; ဟားခါးချင်း","Threatened (80 percent certain, based on the evidence available)",NA,Sino-Tibetan; Kukish,Shonshe; Zokhua; Klangklang,NA,NA,India;Myanmar;,South Asia;Southeast Asia,"22.6667,93.6667",Threatened
2379,hur,Halq'eméylem (Halkomelem),Halkomelem; Hul'q'umi'num'; Halq'eméylem; hən̓q̓əmin̓əm; Hul’q’umin’um’; Holkomelem;,"Severely Endangered (80 percent certain, based on the evidence available)",93,Salishan; Central Salish,Island; Nanaimo; Cowichan; Upriver; Chehalis; Tait; Chilliwack; Downriver; Katzie; Kwantlen; Musqueam;,NA,NA,USA;Canada;,North America,"49.1900000, -123.0000000",Severely Endangered
7969,amf,Hamer-Bana-Kara,"Hamer; Hamer-Banna; Hamar-Koke; Hammercoche; Amarcocche; Cocche; Beshada; Hammer; Hamar; Amer; Amar; Ammar; Banna; Bana; Kara Kerre; ""etc."";","Vulnerable (20 percent certain, based on the evidence available)","42,800",Afro-Asiatic; Omotic; South Omotic,NA,NA,NA,Ethiopia;,Africa,NA,Vulnerable
2092,haa,Han,Han-Kutchin; Moosehide; Dawson; Hän;,"Critically Endangered (80 percent certain, based on the evidence available)",9,Athabaskan-Eyak-Tlingit; Athabaskan; Northern Athabaskan,NA,NA,NA,USA;Canada;,North America,"64.7837,-141.2172; 64.062,-139.4278",Critically Endangered
